timestamp,text-reading
2024-12-21 14:04:38.564174,390
2024-12-21 14:04:43.937776,409
2024-12-21 14:04:49.594854,266
2024-12-21 14:04:54.593019,267
2024-12-21 14:05:00.597024,275
