epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,156.051,0.75893,0.99789,1.03735,0.99489,0.99931,0.995,0.82383,0.71435,0.4739,0.92422,0.000456208,0.000456208,0.000456208
23,160.682,0.74051,0.96569,1.02579,0.99511,0.99873,0.995,0.80633,0.7274,0.45693,0.94142,0.000455265,0.000455265,0.000455265
24,166.035,0.75102,0.93842,1.06177,0.99449,1,0.995,0.82454,0.69918,0.46494,0.93061,0.000454323,0.000454323,0.000454323
25,174.718,0.72557,0.95303,1.03531,0.99813,1,0.995,0.84773,0.6541,0.48448,0.89492,0.00045338,0.00045338,0.00045338
26,179.751,0.70798,0.8665,1.00778,0.99597,1,0.995,0.84661,0.64158,0.43276,0.8864,0.000452438,0.000452438,0.000452438
27,184.851,0.6916,0.87084,1.00483,0.99734,0.99737,0.995,0.8343,0.67131,0.43623,0.89604,0.000451496,0.000451496,0.000451496
28,192.731,0.6937,0.86296,0.99522,0.99108,0.98,0.99383,0.82401,0.7057,0.45882,0.93001,0.000450553,0.000450553,0.000450553
29,197.707,0.68627,0.8586,1.02718,0.9811,0.99859,0.99454,0.8461,0.62811,0.43231,0.87498,0.000449611,0.000449611,0.000449611
30,203.153,0.68573,0.82472,1.01014,0.99693,1,0.995,0.84669,0.64146,0.4117,0.8748,0.000448668,0.000448668,0.000448668
31,211.537,0.70441,0.82698,0.99522,0.99698,1,0.995,0.84862,0.63935,0.40296,0.88659,0.000447726,0.000447726,0.000447726
32,216.912,0.67679,0.83231,0.99778,0.99726,1,0.995,0.8583,0.58548,0.37927,0.85773,0.000446783,0.000446783,0.000446783
33,222.729,0.71496,0.81348,1.03028,0.99794,0.99849,0.995,0.85561,0.58909,0.35709,0.86117,0.000445841,0.000445841,0.000445841
34,230.585,0.67297,0.78866,1.00004,0.99801,1,0.995,0.84273,0.6335,0.36114,0.88333,0.000444898,0.000444898,0.000444898
35,235.678,0.69145,0.77747,1.00394,0.99758,1,0.995,0.85876,0.61973,0.37063,0.88069,0.000443956,0.000443956,0.000443956
36,241.967,0.66095,0.77117,0.99224,0.99547,0.9997,0.995,0.86075,0.58599,0.40526,0.86656,0.000443013,0.000443013,0.000443013
37,249.292,0.63374,0.7731,0.98007,0.9968,0.99333,0.99493,0.87966,0.55623,0.38243,0.85313,0.000442071,0.000442071,0.000442071
38,254.453,0.6324,0.73717,0.97544,0.99734,1,0.995,0.86435,0.58514,0.37221,0.85511,0.000441128,0.000441128,0.000441128
39,260.163,0.64821,0.7738,0.99572,0.99701,1,0.995,0.85683,0.60509,0.38089,0.86898,0.000440186,0.000440186,0.000440186
40,267.703,0.65819,0.78677,1.01504,0.99737,0.99988,0.995,0.87047,0.54239,0.35134,0.84676,0.000439243,0.000439243,0.000439243
41,272.906,0.66325,0.76259,1.00208,0.99574,0.99949,0.995,0.87597,0.53552,0.35568,0.84472,0.000438301,0.000438301,0.000438301
42,278.559,0.65008,0.73125,1.00165,0.99642,0.9928,0.99493,0.85269,0.60311,0.3696,0.86441,0.000437358,0.000437358,0.000437358
43,286.377,0.6193,0.6919,0.984,0.99657,0.99832,0.995,0.85883,0.60249,0.3765,0.86356,0.000436416,0.000436416,0.000436416
44,291.238,0.66102,0.70334,0.99682,0.99838,1,0.995,0.85453,0.60587,0.38569,0.86987,0.000435473,0.000435473,0.000435473
45,297.321,0.68332,0.73153,1.01062,0.99736,1,0.995,0.87462,0.54446,0.34279,0.85004,0.000434531,0.000434531,0.000434531
46,304.361,0.61308,0.68295,0.97299,0.99717,1,0.995,0.87913,0.54771,0.36923,0.84198,0.000433588,0.000433588,0.000433588
47,309.456,0.61734,0.68762,0.97913,0.99751,1,0.995,0.88418,0.53935,0.3471,0.83588,0.000432646,0.000432646,0.000432646
48,315.609,0.59388,0.67994,0.96064,0.9976,1,0.995,0.8597,0.60304,0.35724,0.85383,0.000431703,0.000431703,0.000431703
49,322.707,0.61434,0.6439,0.96384,0.99828,1,0.995,0.87669,0.54532,0.34181,0.84323,0.000430761,0.000430761,0.000430761
50,327.74,0.61316,0.64435,0.97723,0.99828,1,0.995,0.86669,0.54895,0.3279,0.8435,0.000429818,0.000429818,0.000429818
51,333.715,0.64221,0.65916,0.99888,0.99825,1,0.995,0.87099,0.54833,0.32748,0.8455,0.000428876,0.000428876,0.000428876
52,340.98,0.60886,0.63783,0.96734,0.99794,1,0.995,0.88662,0.52052,0.31635,0.83248,0.000427934,0.000427934,0.000427934
53,346.099,0.61281,0.62889,0.97559,0.99795,1,0.995,0.88301,0.51542,0.31911,0.82742,0.000426991,0.000426991,0.000426991
54,352.237,0.56879,0.60965,0.94235,0.99833,1,0.995,0.88019,0.5368,0.32405,0.84838,0.000426049,0.000426049,0.000426049
55,359.595,0.60659,0.63728,0.96881,0.99819,1,0.995,0.8664,0.55635,0.32099,0.84656,0.000425106,0.000425106,0.000425106
56,364.64,0.58117,0.59224,0.94644,0.99814,1,0.995,0.8735,0.55216,0.31867,0.84306,0.000424164,0.000424164,0.000424164
57,370.013,0.60638,0.63024,0.97582,0.99775,1,0.995,0.88892,0.49412,0.33446,0.82118,0.000423221,0.000423221,0.000423221
58,377.622,0.60399,0.62437,0.96386,0.99647,1,0.995,0.88945,0.50209,0.31462,0.81991,0.000422279,0.000422279,0.000422279
59,382.639,0.60831,0.6179,0.94586,0.99848,1,0.995,0.89846,0.47784,0.30667,0.8158,0.000421336,0.000421336,0.000421336
60,388.62,0.61355,0.60472,0.98647,0.99832,1,0.995,0.89257,0.48598,0.32581,0.81585,0.000420394,0.000420394,0.000420394
61,396.227,0.57418,0.57953,0.95254,0.9983,1,0.995,0.88953,0.50338,0.31582,0.82387,0.000419451,0.000419451,0.000419451
62,401.31,0.6097,0.66289,0.99451,0.99847,1,0.995,0.89552,0.45704,0.31404,0.81364,0.000418509,0.000418509,0.000418509
63,407.144,0.57,0.6046,0.95273,0.99866,1,0.995,0.88544,0.49347,0.32485,0.82524,0.000417566,0.000417566,0.000417566
64,414.627,0.55262,0.56953,0.94926,0.99843,1,0.995,0.8847,0.51284,0.30047,0.84989,0.000416624,0.000416624,0.000416624
65,419.564,0.58191,0.58292,0.94647,0.99843,1,0.995,0.89725,0.4655,0.28946,0.8128,0.000415681,0.000415681,0.000415681
66,425.86,0.5652,0.57456,0.95223,0.99914,1,0.995,0.90722,0.46902,0.29565,0.81971,0.000414739,0.000414739,0.000414739
67,433.267,0.53675,0.55049,0.93422,0.99871,1,0.995,0.89748,0.46943,0.30222,0.81628,0.000413796,0.000413796,0.000413796
68,438.124,0.54932,0.53344,0.93662,0.99852,1,0.995,0.89436,0.46328,0.27957,0.81154,0.000412854,0.000412854,0.000412854
69,443.848,0.55216,0.54726,0.93253,0.99821,1,0.995,0.89824,0.48151,0.2835,0.81985,0.000411911,0.000411911,0.000411911
70,451.262,0.56002,0.5519,0.95141,0.99762,1,0.995,0.90383,0.44895,0.28665,0.80783,0.000410969,0.000410969,0.000410969
71,456.397,0.53627,0.52366,0.94009,0.99862,1,0.995,0.90813,0.4464,0.28212,0.80475,0.000410026,0.000410026,0.000410026
72,462.943,0.54787,0.54381,0.92926,0.9984,1,0.995,0.90894,0.43251,0.31304,0.8018,0.000409084,0.000409084,0.000409084
73,469.88,0.56706,0.55437,0.94606,0.99851,1,0.995,0.90761,0.43474,0.29631,0.80121,0.000408141,0.000408141,0.000408141
74,474.675,0.51797,0.50868,0.92824,0.9991,1,0.995,0.90993,0.42814,0.27018,0.79946,0.000407199,0.000407199,0.000407199
75,481.518,0.55191,0.53147,0.94091,0.99914,1,0.995,0.90825,0.44149,0.27553,0.80264,0.000406256,0.000406256,0.000406256
76,487.862,0.57236,0.53406,0.93845,0.99912,1,0.995,0.90559,0.45974,0.28637,0.81024,0.000405314,0.000405314,0.000405314
77,492.801,0.54434,0.52136,0.93278,0.99896,1,0.995,0.90927,0.43871,0.27604,0.80516,0.000404372,0.000404372,0.000404372
78,498.966,0.53706,0.50075,0.93153,0.99858,1,0.995,0.89236,0.48115,0.29377,0.81198,0.000403429,0.000403429,0.000403429
79,506.292,0.56979,0.54389,0.95238,0.99887,1,0.995,0.90553,0.45194,0.29468,0.80875,0.000402487,0.000402487,0.000402487
80,511.253,0.56556,0.51503,0.94138,0.99905,1,0.995,0.9045,0.46102,0.28857,0.81506,0.000401544,0.000401544,0.000401544
81,517.992,0.5191,0.49851,0.94595,0.9989,1,0.995,0.91151,0.44961,0.27949,0.80135,0.000400602,0.000400602,0.000400602
82,524.757,0.51957,0.50363,0.94626,0.99886,1,0.995,0.90501,0.45185,0.27717,0.805,0.000399659,0.000399659,0.000399659
83,529.877,0.51222,0.47859,0.93472,0.99877,1,0.995,0.91015,0.43764,0.27155,0.79905,0.000398717,0.000398717,0.000398717
84,536.359,0.52199,0.48801,0.93378,0.99892,1,0.995,0.91029,0.41614,0.25564,0.79379,0.000397774,0.000397774,0.000397774
85,542.979,0.5468,0.48485,0.93319,0.99853,1,0.995,0.91377,0.42732,0.26846,0.79839,0.000396832,0.000396832,0.000396832
86,548.071,0.50633,0.46597,0.91323,0.99903,1,0.995,0.91175,0.42794,0.2668,0.79943,0.000395889,0.000395889,0.000395889
87,554.663,0.51581,0.48008,0.93786,0.99887,1,0.995,0.91005,0.44685,0.2777,0.80105,0.000394947,0.000394947,0.000394947
88,561.503,0.49932,0.45635,0.91687,0.99838,1,0.995,0.91268,0.43528,0.26949,0.79946,0.000394004,0.000394004,0.000394004
89,566.692,0.49165,0.4629,0.91864,0.99884,1,0.995,0.91181,0.44963,0.27008,0.80495,0.000393062,0.000393062,0.000393062
90,572.939,0.54351,0.46341,0.9201,0.99854,1,0.995,0.91426,0.43835,0.29041,0.80252,0.000392119,0.000392119,0.000392119
91,579.878,0.55311,0.50001,0.94033,0.99862,1,0.995,0.92113,0.42191,0.28569,0.80084,0.000391177,0.000391177,0.000391177
92,585.029,0.50275,0.45039,0.92239,0.99847,1,0.995,0.92024,0.41725,0.27126,0.80178,0.000390234,0.000390234,0.000390234
93,591.134,0.53748,0.48588,0.94352,0.99886,1,0.995,0.9169,0.43921,0.2582,0.80904,0.000389292,0.000389292,0.000389292
94,598.414,0.51148,0.46288,0.92499,0.99882,1,0.995,0.92015,0.41939,0.26257,0.80055,0.000388349,0.000388349,0.000388349
95,603.504,0.51289,0.45225,0.93794,0.99889,1,0.995,0.92929,0.39224,0.26222,0.7898,0.000387407,0.000387407,0.000387407
96,609.793,0.53203,0.45858,0.93214,0.99893,1,0.995,0.93472,0.38586,0.25092,0.78533,0.000386464,0.000386464,0.000386464
97,616.901,0.48111,0.41918,0.88433,0.99888,1,0.995,0.92605,0.3907,0.25041,0.78723,0.000385522,0.000385522,0.000385522
98,622.056,0.47605,0.4176,0.91696,0.99906,1,0.995,0.92392,0.40914,0.25778,0.78978,0.000384579,0.000384579,0.000384579
99,628.786,0.52553,0.46316,0.93998,0.99899,1,0.995,0.9136,0.428,0.26156,0.80097,0.000383637,0.000383637,0.000383637
100,634.999,0.51587,0.46583,0.93033,0.99911,1,0.995,0.9134,0.42888,0.26683,0.79838,0.000382694,0.000382694,0.000382694
101,640.393,0.52631,0.43523,0.93431,0.99907,1,0.995,0.9059,0.44471,0.26346,0.80303,0.000381752,0.000381752,0.000381752
102,647.133,0.51561,0.425,0.92052,0.99924,1,0.995,0.91608,0.41431,0.25039,0.79389,0.00038081,0.00038081,0.00038081
103,653.831,0.53384,0.46869,0.92885,0.99913,1,0.995,0.91146,0.41505,0.25442,0.79181,0.000379867,0.000379867,0.000379867
104,658.531,0.48615,0.41647,0.91205,0.99927,1,0.995,0.91217,0.43766,0.2528,0.79876,0.000378925,0.000378925,0.000378925
105,665.2,0.51218,0.45914,0.92159,0.99915,1,0.995,0.92498,0.40832,0.26589,0.79553,0.000377982,0.000377982,0.000377982
106,671.656,0.51641,0.42325,0.93193,0.99904,1,0.995,0.91217,0.41583,0.25268,0.79643,0.00037704,0.00037704,0.00037704
107,676.613,0.47782,0.41037,0.89442,0.99889,1,0.995,0.91966,0.4028,0.24825,0.78911,0.000376097,0.000376097,0.000376097
108,683.135,0.52656,0.43402,0.93793,0.99869,1,0.995,0.91521,0.40371,0.26245,0.79103,0.000375155,0.000375155,0.000375155
109,689.901,0.50637,0.43028,0.91752,0.99869,1,0.995,0.91355,0.42299,0.25348,0.79653,0.000374212,0.000374212,0.000374212
110,694.697,0.48109,0.41192,0.91418,0.99893,1,0.995,0.93017,0.40289,0.24135,0.79039,0.00037327,0.00037327,0.00037327
111,701.696,0.51689,0.41893,0.92636,0.99913,1,0.995,0.92064,0.41665,0.24193,0.79174,0.000372327,0.000372327,0.000372327
112,708.124,0.48278,0.42073,0.90544,0.99894,1,0.995,0.92252,0.40013,0.23727,0.78987,0.000371385,0.000371385,0.000371385
113,713.027,0.51611,0.42297,0.92789,0.99854,1,0.995,0.93318,0.37895,0.22766,0.78334,0.000370442,0.000370442,0.000370442
114,720.581,0.47179,0.38408,0.89365,0.99892,1,0.995,0.93038,0.40664,0.23273,0.78413,0.0003695,0.0003695,0.0003695
115,726.146,0.47878,0.40406,0.90857,0.99893,1,0.995,0.92389,0.37865,0.23269,0.77956,0.000368557,0.000368557,0.000368557
116,731.491,0.48227,0.4137,0.91676,0.99852,1,0.995,0.94063,0.36084,0.23431,0.77627,0.000367615,0.000367615,0.000367615
117,738.902,0.49207,0.41638,0.91707,0.99855,1,0.995,0.93435,0.37457,0.24237,0.78058,0.000366672,0.000366672,0.000366672
118,745.185,0.47907,0.39561,0.91279,0.99883,1,0.995,0.93129,0.36473,0.24055,0.77999,0.00036573,0.00036573,0.00036573
119,750.307,0.48068,0.40746,0.90596,0.99918,1,0.995,0.94103,0.36052,0.24356,0.78009,0.000364787,0.000364787,0.000364787
120,758.675,0.47234,0.40753,0.90263,0.99903,1,0.995,0.94025,0.35454,0.22804,0.7782,0.000363845,0.000363845,0.000363845
121,764.192,0.49266,0.40739,0.91853,0.99897,1,0.995,0.93538,0.37043,0.22791,0.77947,0.000362902,0.000362902,0.000362902
122,769.386,0.4705,0.39707,0.90841,0.9989,1,0.995,0.92624,0.40021,0.2225,0.79162,0.00036196,0.00036196,0.00036196
123,778.021,0.48448,0.41186,0.91084,0.99917,1,0.995,0.92378,0.41232,0.22811,0.79673,0.000361017,0.000361017,0.000361017
124,783.275,0.47252,0.39123,0.90109,0.99908,1,0.995,0.93077,0.37422,0.22896,0.78235,0.000360075,0.000360075,0.000360075
125,788.444,0.48935,0.39997,0.92175,0.99914,1,0.995,0.92911,0.38695,0.22276,0.78707,0.000359132,0.000359132,0.000359132
126,796.936,0.47415,0.38626,0.90937,0.9992,1,0.995,0.92224,0.39388,0.22232,0.79071,0.00035819,0.00035819,0.00035819
127,801.932,0.49619,0.3771,0.91694,0.99927,1,0.995,0.9186,0.41988,0.22378,0.79712,0.000357248,0.000357248,0.000357248
128,806.924,0.50617,0.404,0.91523,0.99883,1,0.995,0.92389,0.3848,0.23168,0.78412,0.000356305,0.000356305,0.000356305
129,815.468,0.48443,0.39863,0.907,0.99873,1,0.995,0.93306,0.38523,0.23293,0.78564,0.000355363,0.000355363,0.000355363
130,820.684,0.49655,0.39123,0.92235,0.9991,1,0.995,0.93668,0.36215,0.23725,0.77701,0.00035442,0.00035442,0.00035442
131,825.8,0.46295,0.37408,0.90349,0.99929,1,0.995,0.93285,0.37142,0.22293,0.77962,0.000353478,0.000353478,0.000353478
132,834.595,0.46627,0.37499,0.91554,0.99915,1,0.995,0.92303,0.41317,0.2472,0.79394,0.000352535,0.000352535,0.000352535
133,839.448,0.48276,0.39348,0.9103,0.99924,1,0.995,0.92982,0.38291,0.24601,0.78746,0.000351593,0.000351593,0.000351593
134,844.841,0.4705,0.3794,0.89221,0.99907,1,0.995,0.94158,0.36519,0.2326,0.78007,0.00035065,0.00035065,0.00035065
135,853.289,0.48952,0.39193,0.91688,0.99903,1,0.995,0.93712,0.35766,0.22592,0.77692,0.000349708,0.000349708,0.000349708
136,858.558,0.45265,0.38238,0.90299,0.99892,1,0.995,0.93615,0.37546,0.20878,0.78085,0.000348765,0.000348765,0.000348765
137,864.602,0.46119,0.36487,0.89999,0.99896,1,0.995,0.92901,0.39068,0.21778,0.78613,0.000347823,0.000347823,0.000347823
138,872.383,0.5005,0.3938,0.91965,0.99907,1,0.995,0.93614,0.35014,0.22893,0.77503,0.00034688,0.00034688,0.00034688
139,877.545,0.46972,0.36629,0.90295,0.99915,1,0.995,0.94133,0.3538,0.2191,0.77516,0.000345938,0.000345938,0.000345938
140,883.055,0.46677,0.37922,0.91708,0.99904,1,0.995,0.91871,0.41176,0.22473,0.78895,0.000344995,0.000344995,0.000344995
141,890.78,0.4624,0.37,0.89552,0.9989,1,0.995,0.93401,0.37797,0.21795,0.77917,0.000344053,0.000344053,0.000344053
142,896.077,0.43717,0.34379,0.88956,0.99907,1,0.995,0.93753,0.36068,0.21899,0.77749,0.00034311,0.00034311,0.00034311
143,901.609,0.46868,0.36228,0.89408,0.9992,1,0.995,0.92502,0.39956,0.23378,0.78719,0.000342168,0.000342168,0.000342168
144,909.783,0.48072,0.37228,0.90871,0.99915,1,0.995,0.92878,0.37791,0.22775,0.78322,0.000341225,0.000341225,0.000341225
145,914.908,0.44077,0.35777,0.9005,0.99923,1,0.995,0.94412,0.34267,0.2244,0.77537,0.000340283,0.000340283,0.000340283
146,920.562,0.45152,0.34064,0.87641,0.9991,1,0.995,0.94428,0.33852,0.21908,0.77296,0.00033934,0.00033934,0.00033934
147,928.391,0.48066,0.37118,0.91557,0.99918,1,0.995,0.94949,0.33759,0.22448,0.77262,0.000338398,0.000338398,0.000338398
148,933.587,0.48921,0.37713,0.91251,0.99913,1,0.995,0.93798,0.34843,0.24051,0.77539,0.000337455,0.000337455,0.000337455
149,939.841,0.46284,0.35562,0.89903,0.99918,1,0.995,0.93818,0.34597,0.23281,0.77428,0.000336513,0.000336513,0.000336513
150,947.959,0.45673,0.35153,0.89909,0.9992,1,0.995,0.93635,0.35818,0.23082,0.77605,0.00033557,0.00033557,0.00033557
151,953.294,0.4494,0.34891,0.89244,0.99912,1,0.995,0.93885,0.36507,0.23408,0.77799,0.000334628,0.000334628,0.000334628
152,959.944,0.47462,0.36102,0.89632,0.99907,1,0.995,0.93822,0.36139,0.22475,0.77665,0.000333686,0.000333686,0.000333686
153,967.069,0.48517,0.37666,0.92042,0.99924,1,0.995,0.93376,0.35803,0.2254,0.77674,0.000332743,0.000332743,0.000332743
154,972.54,0.46412,0.37824,0.89974,0.99913,1,0.995,0.92551,0.38246,0.22427,0.78593,0.000331801,0.000331801,0.000331801
155,979.939,0.45809,0.35046,0.91208,0.99919,1,0.995,0.94439,0.34733,0.21611,0.77235,0.000330858,0.000330858,0.000330858
156,987.135,0.44288,0.34353,0.89688,0.99926,1,0.995,0.95025,0.33989,0.22583,0.77397,0.000329916,0.000329916,0.000329916
157,992.443,0.44783,0.34685,0.89207,0.99917,1,0.995,0.95066,0.32857,0.22422,0.77256,0.000328973,0.000328973,0.000328973
158,1000.6,0.44677,0.35312,0.90479,0.99917,1,0.995,0.94334,0.3473,0.21328,0.77503,0.000328031,0.000328031,0.000328031
159,1007.2,0.44543,0.33678,0.88928,0.99926,1,0.995,0.94289,0.33585,0.20677,0.77131,0.000327088,0.000327088,0.000327088
160,1012.62,0.42679,0.35264,0.89644,0.99915,1,0.995,0.94333,0.33931,0.20002,0.77325,0.000326146,0.000326146,0.000326146
161,1021.06,0.442,0.3378,0.91099,0.99918,1,0.995,0.94639,0.33486,0.20418,0.77327,0.000325203,0.000325203,0.000325203
162,1026.4,0.45195,0.35781,0.91157,0.99921,1,0.995,0.95456,0.3236,0.2063,0.76779,0.000324261,0.000324261,0.000324261
163,1032.14,0.43081,0.32571,0.8869,0.99906,1,0.995,0.95482,0.33045,0.20053,0.76965,0.000323318,0.000323318,0.000323318
164,1040.26,0.42757,0.32674,0.88015,0.99908,1,0.995,0.95168,0.32964,0.18778,0.77041,0.000322376,0.000322376,0.000322376
165,1045.42,0.44218,0.32786,0.8951,0.99907,1,0.995,0.94241,0.35917,0.19172,0.77485,0.000321433,0.000321433,0.000321433
166,1051.55,0.45143,0.34308,0.89313,0.99912,1,0.995,0.94579,0.34915,0.20083,0.77307,0.000320491,0.000320491,0.000320491
167,1059.38,0.44724,0.33492,0.9008,0.9991,1,0.995,0.94426,0.34225,0.20881,0.77095,0.000319548,0.000319548,0.000319548
168,1064.48,0.44642,0.33079,0.8981,0.99904,1,0.995,0.9395,0.36829,0.21392,0.77767,0.000318606,0.000318606,0.000318606
169,1071.12,0.48539,0.34204,0.92137,0.99917,1,0.995,0.94606,0.33218,0.21185,0.76869,0.000317663,0.000317663,0.000317663
170,1078.64,0.45371,0.33695,0.91039,0.99925,1,0.995,0.94779,0.34817,0.22049,0.77024,0.000316721,0.000316721,0.000316721
171,1083.88,0.43323,0.34269,0.89557,0.99922,1,0.995,0.94864,0.34667,0.20868,0.77042,0.000315778,0.000315778,0.000315778
172,1091.36,0.46107,0.32997,0.90594,0.99918,1,0.995,0.94377,0.35282,0.21805,0.77269,0.000314836,0.000314836,0.000314836
173,1098.08,0.4625,0.34206,0.89499,0.99923,1,0.995,0.93801,0.34463,0.22854,0.77077,0.000313893,0.000313893,0.000313893
174,1103.45,0.48524,0.34751,0.89091,0.99915,1,0.995,0.93956,0.35361,0.22329,0.77498,0.000312951,0.000312951,0.000312951
175,1110.69,0.43732,0.32602,0.89446,0.99922,1,0.995,0.93209,0.36479,0.22066,0.77678,0.000312008,0.000312008,0.000312008
176,1117.07,0.46122,0.32527,0.8837,0.99904,1,0.995,0.94089,0.34099,0.20973,0.77161,0.000311066,0.000311066,0.000311066
177,1122.25,0.46376,0.34084,0.89227,0.99892,1,0.995,0.93624,0.36184,0.21962,0.77939,0.000310124,0.000310124,0.000310124
178,1130.14,0.46427,0.34085,0.91477,0.99893,1,0.995,0.94712,0.33798,0.21231,0.772,0.000309181,0.000309181,0.000309181
179,1136.36,0.43889,0.30657,0.88827,0.99919,1,0.995,0.94102,0.36133,0.20371,0.78075,0.000308239,0.000308239,0.000308239
180,1141.66,0.43369,0.33666,0.89343,0.99908,1,0.995,0.95103,0.32554,0.19638,0.77235,0.000307296,0.000307296,0.000307296
181,1150.01,0.46393,0.32286,0.91428,0.99901,1,0.995,0.94628,0.35058,0.21499,0.77759,0.000306354,0.000306354,0.000306354
182,1155.81,0.44106,0.34283,0.89435,0.999,1,0.995,0.93268,0.38215,0.20505,0.78602,0.000305411,0.000305411,0.000305411
183,1160.98,0.45313,0.32781,0.87983,0.99927,1,0.995,0.94206,0.3615,0.19546,0.77464,0.000304469,0.000304469,0.000304469
184,1169.73,0.42686,0.31813,0.87911,0.99918,1,0.995,0.93743,0.36597,0.20159,0.7762,0.000303526,0.000303526,0.000303526
185,1174.82,0.44108,0.31968,0.89693,0.99925,1,0.995,0.94449,0.35477,0.19521,0.77639,0.000302584,0.000302584,0.000302584
186,1180.14,0.42839,0.30768,0.87262,0.99928,1,0.995,0.94654,0.35576,0.1946,0.77732,0.000301641,0.000301641,0.000301641
187,1188.81,0.42491,0.32499,0.88426,0.99914,1,0.995,0.94982,0.32341,0.18374,0.76769,0.000300699,0.000300699,0.000300699
188,1194.01,0.42493,0.29936,0.87358,0.9991,1,0.995,0.94315,0.35062,0.18863,0.77497,0.000299756,0.000299756,0.000299756
189,1199.27,0.42654,0.31686,0.88325,0.99925,1,0.995,0.9313,0.40301,0.19718,0.8026,0.000298814,0.000298814,0.000298814
190,1207.91,0.4109,0.30389,0.85784,0.9989,1,0.995,0.94762,0.33684,0.18801,0.76793,0.000297871,0.000297871,0.000297871
191,1213.4,0.42347,0.29495,0.87741,0.99917,1,0.995,0.94053,0.35492,0.18814,0.77316,0.000296929,0.000296929,0.000296929
192,1219.05,0.41618,0.29353,0.87765,0.99925,1,0.995,0.95304,0.32464,0.18086,0.76614,0.000295986,0.000295986,0.000295986
193,1227.33,0.43339,0.30111,0.88767,0.99917,1,0.995,0.94944,0.32182,0.17958,0.76544,0.000295044,0.000295044,0.000295044
194,1232.55,0.42791,0.30775,0.90368,0.99915,1,0.995,0.95106,0.31903,0.17678,0.76396,0.000294101,0.000294101,0.000294101
