epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,3039.11,0.33944,0.21991,0.88349,0.99949,1,0.995,0.98022,0.25274,0.16291,0.8305,0.000224223,0.000224223,0.000224223
189,3055.47,0.34158,0.22139,0.87692,0.99972,1,0.995,0.98424,0.24103,0.15578,0.82803,0.000222877,0.000222877,0.000222877
190,3069.49,0.34904,0.22582,0.88695,0.99965,1,0.995,0.97881,0.24909,0.1552,0.82994,0.00022153,0.00022153,0.00022153
191,3083.82,0.34253,0.21653,0.8819,0.99972,1,0.995,0.98081,0.24197,0.15413,0.82986,0.000220184,0.000220184,0.000220184
192,3099.51,0.3327,0.20996,0.88087,0.99972,1,0.995,0.98193,0.23375,0.14513,0.82618,0.000218838,0.000218838,0.000218838
193,3115.69,0.33902,0.21301,0.89233,0.99973,1,0.995,0.98351,0.2391,0.14938,0.82849,0.000217491,0.000217491,0.000217491
194,3131.92,0.33248,0.20769,0.87821,0.99969,1,0.995,0.98481,0.23231,0.15017,0.82468,0.000216145,0.000216145,0.000216145
195,3148.29,0.32027,0.2107,0.87769,0.99967,1,0.995,0.9829,0.25187,0.15731,0.83121,0.000214798,0.000214798,0.000214798
196,3164.54,0.34037,0.21947,0.89994,0.99972,1,0.995,0.98365,0.23537,0.15075,0.82485,0.000213452,0.000213452,0.000213452
197,3179.61,0.3372,0.21683,0.88092,0.99965,1,0.995,0.98552,0.22686,0.14932,0.82114,0.000212106,0.000212106,0.000212106
198,3194.56,0.31848,0.20676,0.87608,0.99971,1,0.995,0.97921,0.24017,0.15415,0.82522,0.000210759,0.000210759,0.000210759
199,3208.77,0.32843,0.20997,0.88069,0.99967,1,0.995,0.98023,0.22748,0.14968,0.82035,0.000209413,0.000209413,0.000209413
200,3224.57,0.35267,0.2235,0.89995,0.99961,1,0.995,0.98131,0.23707,0.15375,0.82703,0.000208066,0.000208066,0.000208066
201,3240.98,0.35018,0.22564,0.88826,0.9997,1,0.995,0.98652,0.23131,0.15239,0.82172,0.00020672,0.00020672,0.00020672
202,3257.33,0.32704,0.20507,0.86948,0.99969,1,0.995,0.98069,0.23597,0.14773,0.82327,0.000205374,0.000205374,0.000205374
203,3273.89,0.32448,0.21897,0.8739,0.99972,1,0.995,0.98298,0.23042,0.16024,0.82455,0.000204027,0.000204027,0.000204027
204,3290.2,0.33998,0.22068,0.88326,0.99972,1,0.995,0.98402,0.23806,0.15896,0.82595,0.000202681,0.000202681,0.000202681
205,3303.95,0.3224,0.21457,0.87871,0.99971,1,0.995,0.98381,0.23305,0.15758,0.82223,0.000201334,0.000201334,0.000201334
206,3319.01,0.33611,0.2159,0.88298,0.99968,1,0.995,0.98199,0.23371,0.15791,0.82382,0.000199988,0.000199988,0.000199988
207,3334.63,0.32085,0.20894,0.87049,0.99965,1,0.995,0.98232,0.23181,0.14934,0.82336,0.000198642,0.000198642,0.000198642
208,3350.82,0.33132,0.20773,0.87493,0.9997,1,0.995,0.98315,0.23374,0.14786,0.8255,0.000197295,0.000197295,0.000197295
209,3367.41,0.32023,0.20347,0.87328,0.99969,1,0.995,0.98561,0.22725,0.14497,0.82224,0.000195949,0.000195949,0.000195949
210,3383.5,0.3178,0.20282,0.87395,0.99964,1,0.995,0.98448,0.23269,0.1492,0.82404,0.000194602,0.000194602,0.000194602
211,3400.37,0.33128,0.20575,0.87165,0.99965,1,0.995,0.98506,0.22377,0.146,0.82073,0.000193256,0.000193256,0.000193256
212,3415.59,0.32627,0.20451,0.86994,0.99963,1,0.995,0.98131,0.23569,0.14999,0.82509,0.00019191,0.00019191,0.00019191
213,3429.83,0.31832,0.20669,0.87676,0.99974,1,0.995,0.98535,0.23026,0.15196,0.82217,0.000190563,0.000190563,0.000190563
214,3444.51,0.31158,0.202,0.8712,0.99974,1,0.995,0.98801,0.21619,0.14431,0.81514,0.000189217,0.000189217,0.000189217
215,3460.58,0.31504,0.19961,0.87643,0.99972,1,0.995,0.98742,0.21825,0.1434,0.81662,0.00018787,0.00018787,0.00018787
216,3476.55,0.31742,0.19867,0.87999,0.99972,1,0.995,0.9858,0.22102,0.14451,0.8192,0.000186524,0.000186524,0.000186524
217,3493,0.33298,0.21168,0.8852,0.99974,1,0.995,0.98551,0.22377,0.14566,0.82068,0.000185178,0.000185178,0.000185178
218,3509.08,0.33046,0.20902,0.89235,0.99961,1,0.995,0.97902,0.24175,0.15301,0.82965,0.000183831,0.000183831,0.000183831
219,3524.85,0.3188,0.20598,0.88017,0.99971,1,0.995,0.98336,0.22548,0.14653,0.82139,0.000182485,0.000182485,0.000182485
220,3539.68,0.32665,0.20142,0.88285,0.99971,1,0.995,0.98579,0.222,0.14272,0.81931,0.000181138,0.000181138,0.000181138
221,3554.57,0.31897,0.20378,0.87877,0.99971,1,0.995,0.98463,0.22514,0.14736,0.81818,0.000179792,0.000179792,0.000179792
222,3569.7,0.32189,0.20586,0.88651,0.99965,1,0.995,0.98211,0.22925,0.15067,0.82245,0.000178446,0.000178446,0.000178446
223,3586.09,0.31333,0.2012,0.86593,0.99965,1,0.995,0.9834,0.21822,0.1495,0.81846,0.000177099,0.000177099,0.000177099
224,3602.66,0.3205,0.20001,0.87848,0.99967,1,0.995,0.98562,0.21826,0.14861,0.81716,0.000175753,0.000175753,0.000175753
225,3619.12,0.3086,0.19944,0.87405,0.99967,1,0.995,0.98784,0.21191,0.13945,0.81452,0.000174406,0.000174406,0.000174406
226,3635.3,0.30249,0.19622,0.86046,0.99969,1,0.995,0.98687,0.21872,0.14304,0.81824,0.00017306,0.00017306,0.00017306
227,3649.88,0.32361,0.20738,0.88384,0.9997,1,0.995,0.98528,0.21164,0.13628,0.81557,0.000171714,0.000171714,0.000171714
228,3664.69,0.31158,0.19455,0.86134,0.99973,1,0.995,0.9839,0.22437,0.14248,0.81841,0.000170367,0.000170367,0.000170367
229,3679.37,0.31286,0.19621,0.87583,0.99974,1,0.995,0.9883,0.20855,0.14034,0.81212,0.000169021,0.000169021,0.000169021
230,3695.69,0.31176,0.1934,0.87944,0.99966,1,0.995,0.98754,0.20533,0.13839,0.81081,0.000167674,0.000167674,0.000167674
231,3711.74,0.30461,0.19513,0.87463,0.99967,1,0.995,0.98614,0.21183,0.13682,0.81329,0.000166328,0.000166328,0.000166328
232,3728.19,0.30474,0.20323,0.88145,0.99962,1,0.995,0.98738,0.20784,0.13617,0.81061,0.000164982,0.000164982,0.000164982
233,3744.54,0.31966,0.20555,0.88309,0.99965,1,0.995,0.98682,0.20383,0.13704,0.81014,0.000163635,0.000163635,0.000163635
234,3760.2,0.30924,0.19594,0.87286,0.9996,1,0.995,0.98251,0.21508,0.14319,0.81584,0.000162289,0.000162289,0.000162289
235,3774.2,0.31863,0.20693,0.8827,0.99965,1,0.995,0.98731,0.21451,0.14504,0.8168,0.000160942,0.000160942,0.000160942
236,3789.33,0.30405,0.19212,0.85605,0.99965,1,0.995,0.98599,0.22292,0.14221,0.81927,0.000159596,0.000159596,0.000159596
237,3805.01,0.30293,0.1973,0.87288,0.99968,1,0.995,0.98879,0.20844,0.1392,0.81299,0.00015825,0.00015825,0.00015825
238,3821.63,0.29649,0.19254,0.86082,0.9996,1,0.995,0.98536,0.21518,0.14048,0.81514,0.000156903,0.000156903,0.000156903
239,3837.65,0.30186,0.19772,0.86026,0.99968,1,0.995,0.98785,0.20387,0.13833,0.80999,0.000155557,0.000155557,0.000155557
240,3853.76,0.29634,0.18877,0.85901,0.99966,1,0.995,0.98703,0.20978,0.14037,0.81333,0.00015421,0.00015421,0.00015421
241,3869.64,0.30998,0.1968,0.87067,0.99961,1,0.995,0.98868,0.20508,0.1409,0.81222,0.000152864,0.000152864,0.000152864
242,3885.11,0.30986,0.19663,0.86492,0.99963,1,0.995,0.98728,0.21026,0.14309,0.81455,0.000151518,0.000151518,0.000151518
243,3898.97,0.30055,0.18654,0.86835,0.99956,1,0.995,0.98623,0.22444,0.14637,0.81898,0.000150171,0.000150171,0.000150171
244,3914.47,0.31089,0.20115,0.879,0.99963,1,0.995,0.98934,0.21357,0.13868,0.81561,0.000148825,0.000148825,0.000148825
245,3930.53,0.29809,0.18804,0.86597,0.9995,1,0.995,0.98744,0.21048,0.13469,0.81272,0.000147478,0.000147478,0.000147478
246,3946.53,0.2955,0.18503,0.85681,0.99955,1,0.995,0.98845,0.20052,0.13036,0.80877,0.000146132,0.000146132,0.000146132
247,3962.82,0.29636,0.1865,0.86351,0.99965,1,0.995,0.98779,0.20483,0.13433,0.81144,0.000144786,0.000144786,0.000144786
248,3979.22,0.29547,0.18759,0.87472,0.99959,1,0.995,0.98762,0.21527,0.13786,0.81339,0.000143439,0.000143439,0.000143439
249,3994.01,0.29502,0.18556,0.86954,0.99954,1,0.995,0.98903,0.21119,0.13828,0.81139,0.000142093,0.000142093,0.000142093
250,4007.95,0.29979,0.18954,0.87097,0.99951,1,0.995,0.99036,0.20334,0.13504,0.80772,0.000140746,0.000140746,0.000140746
251,4023.52,0.30433,0.19268,0.87126,0.99948,1,0.995,0.99033,0.20366,0.14012,0.80761,0.0001394,0.0001394,0.0001394
252,4039.72,0.29852,0.1885,0.87589,0.99957,1,0.995,0.9902,0.19309,0.12917,0.80389,0.000138054,0.000138054,0.000138054
253,4056.2,0.29273,0.18552,0.8674,0.99957,1,0.995,0.9896,0.20223,0.13088,0.80749,0.000136707,0.000136707,0.000136707
254,4072.62,0.3004,0.19282,0.87331,0.99956,1,0.995,0.98741,0.20915,0.13203,0.81135,0.000135361,0.000135361,0.000135361
255,4088.3,0.29987,0.19098,0.86749,0.99955,1,0.995,0.98966,0.20045,0.13288,0.80777,0.000134014,0.000134014,0.000134014
256,4104.06,0.28163,0.1871,0.86053,0.99955,1,0.995,0.98889,0.20198,0.13902,0.80908,0.000132668,0.000132668,0.000132668
257,4118.07,0.28965,0.18785,0.87262,0.99961,1,0.995,0.99091,0.20032,0.1379,0.80781,0.000131322,0.000131322,0.000131322
258,4132.85,0.3063,0.19078,0.87601,0.9997,1,0.995,0.98927,0.19903,0.1364,0.80657,0.000129975,0.000129975,0.000129975
259,4149.3,0.29079,0.18075,0.86471,0.99967,1,0.995,0.99008,0.2023,0.1318,0.80692,0.000128629,0.000128629,0.000128629
260,4165.15,0.29122,0.18727,0.86782,0.99962,1,0.995,0.99134,0.19271,0.12899,0.8056,0.000127282,0.000127282,0.000127282
261,4181.52,0.28925,0.18204,0.86321,0.99964,1,0.995,0.9907,0.19307,0.13008,0.80342,0.000125936,0.000125936,0.000125936
262,4197.72,0.28421,0.18214,0.85863,0.9996,1,0.995,0.98805,0.20237,0.13411,0.80696,0.00012459,0.00012459,0.00012459
263,4213.79,0.28067,0.17987,0.86424,0.99967,1,0.995,0.99105,0.19837,0.13477,0.80497,0.000123243,0.000123243,0.000123243
264,4227.51,0.28502,0.18422,0.85668,0.99968,1,0.995,0.98973,0.20008,0.13207,0.80619,0.000121897,0.000121897,0.000121897
265,4242.05,0.28487,0.18391,0.86418,0.99966,1,0.995,0.99109,0.19356,0.1308,0.80342,0.00012055,0.00012055,0.00012055
266,4257.96,0.28172,0.17862,0.85561,0.99956,1,0.995,0.98908,0.19544,0.1319,0.80429,0.000119204,0.000119204,0.000119204
267,4274.22,0.29358,0.18341,0.86846,0.99945,1,0.995,0.98713,0.20039,0.13378,0.80694,0.000117858,0.000117858,0.000117858
268,4290.68,0.29229,0.18391,0.86323,0.99956,1,0.995,0.9905,0.18726,0.12595,0.80254,0.000116511,0.000116511,0.000116511
269,4307.07,0.29378,0.18406,0.85435,0.9996,1,0.995,0.99104,0.19007,0.12969,0.80226,0.000115165,0.000115165,0.000115165
270,4323.29,0.28261,0.18358,0.85755,0.99962,1,0.995,0.98981,0.19129,0.1247,0.80196,0.000113818,0.000113818,0.000113818
271,4336.94,0.2818,0.17828,0.8656,0.99966,1,0.995,0.98995,0.18954,0.12351,0.80189,0.000112472,0.000112472,0.000112472
272,4351.71,0.2835,0.17976,0.8582,0.99987,1,0.995,0.99098,0.18546,0.12392,0.80095,0.000111126,0.000111126,0.000111126
273,4367.37,0.2806,0.17765,0.86255,0.99988,1,0.995,0.99113,0.18966,0.12291,0.80313,0.000109779,0.000109779,0.000109779
274,4383.3,0.28589,0.18793,0.85192,0.99952,1,0.995,0.98949,0.20574,0.12961,0.81237,0.000108433,0.000108433,0.000108433
275,4399.65,0.27691,0.18146,0.85884,0.99921,0.99998,0.995,0.99036,0.18726,0.12201,0.80307,0.000107086,0.000107086,0.000107086
276,4415.64,0.28298,0.18155,0.86036,0.99924,1,0.995,0.99168,0.18063,0.12209,0.79913,0.00010574,0.00010574,0.00010574
277,4431.34,0.28121,0.18276,0.86439,0.99954,1,0.995,0.98993,0.18651,0.12449,0.80149,0.000104394,0.000104394,0.000104394
278,4446.4,0.26421,0.17104,0.85271,0.99964,1,0.995,0.98986,0.18479,0.12152,0.80105,0.000103047,0.000103047,0.000103047
279,4460.34,0.27652,0.18203,0.86655,0.99948,1,0.995,0.98999,0.1814,0.12121,0.79965,0.000101701,0.000101701,0.000101701
280,4475.42,0.26445,0.17027,0.85383,0.99956,1,0.995,0.99145,0.17897,0.12221,0.7983,0.000100354,0.000100354,0.000100354
281,4491.32,0.27284,0.16932,0.85534,0.99966,1,0.995,0.99248,0.1804,0.11739,0.79897,9.9008e-05,9.9008e-05,9.9008e-05
282,4507.53,0.26674,0.17267,0.85203,0.99966,1,0.995,0.98964,0.18621,0.12331,0.8013,9.76616e-05,9.76616e-05,9.76616e-05
283,4523.61,0.27333,0.17118,0.85595,0.99965,1,0.995,0.99237,0.17857,0.12346,0.79851,9.63152e-05,9.63152e-05,9.63152e-05
284,4539.7,0.28277,0.17908,0.86335,0.99957,1,0.995,0.99137,0.18412,0.12084,0.7992,9.49688e-05,9.49688e-05,9.49688e-05
285,4555.56,0.27618,0.17307,0.85983,0.99964,1,0.995,0.99274,0.17736,0.11981,0.79731,9.36224e-05,9.36224e-05,9.36224e-05
286,4569.72,0.27918,0.18082,0.86248,0.99965,1,0.995,0.9933,0.17938,0.12271,0.79692,9.2276e-05,9.2276e-05,9.2276e-05
287,4584.19,0.29078,0.18191,0.86697,0.99964,1,0.995,0.99218,0.18179,0.12242,0.79774,9.09296e-05,9.09296e-05,9.09296e-05
288,4600.43,0.27099,0.17326,0.85763,0.99961,1,0.995,0.99201,0.17939,0.11812,0.79782,8.95832e-05,8.95832e-05,8.95832e-05
289,4616.39,0.27412,0.17664,0.85698,0.99963,1,0.995,0.99195,0.17776,0.11988,0.79801,8.82368e-05,8.82368e-05,8.82368e-05
290,4632.01,0.27328,0.17565,0.85812,0.99966,1,0.995,0.99145,0.17921,0.12047,0.79911,8.68904e-05,8.68904e-05,8.68904e-05
291,4648.02,0.26463,0.16979,0.85172,0.99964,1,0.995,0.99202,0.17701,0.12487,0.79816,8.5544e-05,8.5544e-05,8.5544e-05
292,4664.46,0.27512,0.17475,0.8668,0.99961,1,0.995,0.9926,0.1775,0.12462,0.79815,8.41976e-05,8.41976e-05,8.41976e-05
293,4679.12,0.26113,0.16476,0.84316,0.99954,1,0.995,0.99231,0.17911,0.12358,0.79936,8.28512e-05,8.28512e-05,8.28512e-05
294,4693.68,0.27495,0.17631,0.85231,0.99956,1,0.995,0.99087,0.17994,0.12278,0.80024,8.15048e-05,8.15048e-05,8.15048e-05
295,4708.96,0.25324,0.16389,0.84086,0.99958,1,0.995,0.99289,0.17539,0.12252,0.79716,8.01584e-05,8.01584e-05,8.01584e-05
296,4725.29,0.27943,0.17522,0.86319,0.99959,1,0.995,0.99127,0.18072,0.12352,0.79892,7.8812e-05,7.8812e-05,7.8812e-05
297,4741.24,0.27872,0.17512,0.86618,0.99963,1,0.995,0.99291,0.16778,0.11787,0.79524,7.74656e-05,7.74656e-05,7.74656e-05
298,4757.56,0.26872,0.17289,0.85488,0.99966,1,0.995,0.99221,0.16711,0.11756,0.79523,7.61192e-05,7.61192e-05,7.61192e-05
299,4773.17,0.26736,0.17136,0.85874,0.99963,1,0.995,0.99287,0.16891,0.11804,0.79533,7.47728e-05,7.47728e-05,7.47728e-05
300,4787.6,0.25973,0.16308,0.85491,0.99967,1,0.995,0.99219,0.1778,0.12042,0.79823,7.34264e-05,7.34264e-05,7.34264e-05
301,4802,0.26543,0.1708,0.85557,0.99969,1,0.995,0.99229,0.16906,0.11641,0.79601,7.208e-05,7.208e-05,7.208e-05
302,4817.1,0.26582,0.17661,0.8646,0.99965,1,0.995,0.99278,0.17317,0.11853,0.79616,7.07336e-05,7.07336e-05,7.07336e-05
303,4832.99,0.27465,0.1717,0.85764,0.9996,1,0.995,0.99239,0.17022,0.11761,0.79547,6.93872e-05,6.93872e-05,6.93872e-05
304,4848.98,0.25588,0.16356,0.85447,0.99964,1,0.995,0.9916,0.16999,0.11772,0.79484,6.80408e-05,6.80408e-05,6.80408e-05
305,4865.38,0.26747,0.16913,0.85473,0.99962,1,0.995,0.99223,0.17478,0.11815,0.79635,6.66944e-05,6.66944e-05,6.66944e-05
306,4881.63,0.25098,0.1666,0.84864,0.9996,1,0.995,0.99216,0.17181,0.11581,0.7948,6.5348e-05,6.5348e-05,6.5348e-05
307,4897.13,0.24106,0.15872,0.83648,0.99961,1,0.995,0.99211,0.16878,0.11417,0.79473,6.40016e-05,6.40016e-05,6.40016e-05
308,4911.41,0.25764,0.16666,0.85139,0.99964,1,0.995,0.99278,0.16593,0.11369,0.79312,6.26552e-05,6.26552e-05,6.26552e-05
309,4926.22,0.26159,0.17121,0.85386,0.99958,1,0.995,0.99203,0.1684,0.11308,0.79414,6.13088e-05,6.13088e-05,6.13088e-05
310,4942.63,0.26439,0.16255,0.85062,0.99955,1,0.995,0.99265,0.17148,0.11467,0.79557,5.99624e-05,5.99624e-05,5.99624e-05
311,4959.11,0.26932,0.16644,0.85361,0.99955,1,0.995,0.99245,0.1677,0.11269,0.79388,5.8616e-05,5.8616e-05,5.8616e-05
312,4975.05,0.26726,0.16573,0.85743,0.99958,1,0.995,0.99311,0.1662,0.11182,0.79327,5.72696e-05,5.72696e-05,5.72696e-05
313,4991.31,0.24652,0.15724,0.8416,0.99964,1,0.995,0.99224,0.16613,0.11281,0.79377,5.59232e-05,5.59232e-05,5.59232e-05
314,5006.84,0.25651,0.16458,0.8437,0.99969,1,0.995,0.99136,0.16853,0.11351,0.79526,5.45768e-05,5.45768e-05,5.45768e-05
315,5020.81,0.27317,0.16835,0.8624,0.99967,1,0.995,0.9919,0.16331,0.11309,0.79224,5.32304e-05,5.32304e-05,5.32304e-05
316,5035.23,0.25832,0.16384,0.85751,0.99964,1,0.995,0.9918,0.1691,0.11374,0.79389,5.1884e-05,5.1884e-05,5.1884e-05
317,5051.38,0.25684,0.16051,0.85432,0.99966,1,0.995,0.99234,0.16007,0.11012,0.7909,5.05376e-05,5.05376e-05,5.05376e-05
318,5068.01,0.26262,0.16717,0.85357,0.99965,1,0.995,0.99211,0.16554,0.11332,0.79292,4.91912e-05,4.91912e-05,4.91912e-05
319,5084.04,0.25164,0.16462,0.85838,0.99961,1,0.995,0.99164,0.16344,0.11302,0.79229,4.78448e-05,4.78448e-05,4.78448e-05
320,5100.53,0.25157,0.15528,0.84719,0.99961,1,0.995,0.99281,0.16184,0.11191,0.79194,4.64984e-05,4.64984e-05,4.64984e-05
321,5116.74,0.25084,0.15788,0.84656,0.99959,1,0.995,0.99259,0.16082,0.11214,0.79155,4.5152e-05,4.5152e-05,4.5152e-05
322,5130.31,0.24946,0.16024,0.85176,0.99964,1,0.995,0.99278,0.16348,0.11136,0.79203,4.38056e-05,4.38056e-05,4.38056e-05
323,5145.2,0.25124,0.16094,0.84811,0.99966,1,0.995,0.99212,0.15903,0.10741,0.79075,4.24592e-05,4.24592e-05,4.24592e-05
324,5160.54,0.24923,0.15776,0.85271,0.99968,1,0.995,0.9917,0.16251,0.11005,0.79242,4.11128e-05,4.11128e-05,4.11128e-05
325,5177.33,0.25244,0.16005,0.85568,0.99966,1,0.995,0.9924,0.15878,0.10913,0.79146,3.97664e-05,3.97664e-05,3.97664e-05
326,5193.29,0.2695,0.17923,0.8694,0.99963,1,0.995,0.99234,0.15918,0.10949,0.79103,3.842e-05,3.842e-05,3.842e-05
327,5209.54,0.25597,0.16325,0.85307,0.99964,1,0.995,0.9928,0.16383,0.11041,0.79131,3.70736e-05,3.70736e-05,3.70736e-05
328,5225.76,0.25136,0.16222,0.8435,0.99965,1,0.995,0.99236,0.15935,0.10866,0.79056,3.57272e-05,3.57272e-05,3.57272e-05
329,5239.73,0.23842,0.15847,0.83952,0.99966,1,0.995,0.99207,0.15912,0.11056,0.79052,3.43808e-05,3.43808e-05,3.43808e-05
330,5254.49,0.25322,0.16311,0.85392,0.99967,1,0.995,0.99259,0.15603,0.10847,0.79007,3.30344e-05,3.30344e-05,3.30344e-05
331,5270.06,0.25199,0.15977,0.85271,0.99966,1,0.995,0.99203,0.1562,0.11064,0.79003,3.1688e-05,3.1688e-05,3.1688e-05
332,5286.74,0.24472,0.16134,0.84553,0.99965,1,0.995,0.9926,0.15611,0.111,0.78941,3.03416e-05,3.03416e-05,3.03416e-05
333,5302.93,0.24811,0.15713,0.84553,0.99966,1,0.995,0.99349,0.15785,0.11072,0.78944,2.89952e-05,2.89952e-05,2.89952e-05
334,5319.13,0.24852,0.15518,0.84949,0.99968,1,0.995,0.99262,0.15912,0.10854,0.78996,2.76488e-05,2.76488e-05,2.76488e-05
335,5335.48,0.25178,0.15968,0.85816,0.99968,1,0.995,0.99266,0.15645,0.10727,0.78933,2.63024e-05,2.63024e-05,2.63024e-05
336,5349.71,0.2501,0.15658,0.84437,0.99967,1,0.995,0.99298,0.15973,0.11001,0.79046,2.4956e-05,2.4956e-05,2.4956e-05
337,5364.45,0.25079,0.16308,0.85331,0.99966,1,0.995,0.9933,0.15429,0.10938,0.78896,2.36096e-05,2.36096e-05,2.36096e-05
338,5380.62,0.25408,0.16282,0.85793,0.99966,1,0.995,0.99298,0.15383,0.10772,0.78866,2.22632e-05,2.22632e-05,2.22632e-05
339,5397.14,0.23672,0.14965,0.84035,0.99966,1,0.995,0.99348,0.15447,0.1076,0.78896,2.09168e-05,2.09168e-05,2.09168e-05
340,5413.41,0.24217,0.15556,0.84755,0.99966,1,0.995,0.99337,0.15173,0.10752,0.78806,1.95704e-05,1.95704e-05,1.95704e-05
341,5431.76,0.22993,0.15322,0.8133,0.99967,1,0.995,0.99277,0.15923,0.1097,0.78985,1.8224e-05,1.8224e-05,1.8224e-05
342,5448.68,0.22515,0.14662,0.81141,0.99967,1,0.995,0.99081,0.17297,0.11685,0.79412,1.68776e-05,1.68776e-05,1.68776e-05
343,5464.25,0.21919,0.14475,0.80014,0.99967,1,0.995,0.99199,0.17722,0.11698,0.79595,1.55312e-05,1.55312e-05,1.55312e-05
344,5478.38,0.20828,0.13971,0.81241,0.99967,1,0.995,0.99275,0.17634,0.11506,0.79561,1.41848e-05,1.41848e-05,1.41848e-05
345,5492.98,0.20401,0.13474,0.80323,0.99968,1,0.995,0.99136,0.17712,0.11593,0.79605,1.28384e-05,1.28384e-05,1.28384e-05
346,5509.28,0.20849,0.13656,0.79231,0.99969,1,0.995,0.99213,0.17626,0.11443,0.79572,1.1492e-05,1.1492e-05,1.1492e-05
347,5525.3,0.20259,0.13104,0.81372,0.99969,1,0.995,0.99216,0.17393,0.11366,0.795,1.01456e-05,1.01456e-05,1.01456e-05
348,5541.86,0.19339,0.13076,0.79491,0.99969,1,0.995,0.99254,0.17201,0.11421,0.79427,8.7992e-06,8.7992e-06,8.7992e-06
349,5557.96,0.20506,0.13433,0.79836,0.9997,1,0.995,0.99199,0.17186,0.11439,0.79409,7.4528e-06,7.4528e-06,7.4528e-06
350,5571.92,0.19849,0.13488,0.80752,0.9997,1,0.995,0.99197,0.17198,0.116,0.79412,6.1064e-06,6.1064e-06,6.1064e-06
